url,text,likes,shares,comments,media_count,media_types,media_urls
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0gJ8QXwCuPXnFFXz3PSX9CE6qK6NTWAKSjsQemXaX9KWcn8WRRguY96CHy2paPZe9l,"General Flood Advisories
Issued @6AM, 27 April 2026

Region 9 (Zamboanga Peninsula) GFA#2 Final
Region 10 (Northern Mindanao) GFA#2 Final
Region 13 (CARAGA) GFA#2 Final
BARMM GFA#2 Final",126,12,,5,|Photo|Photo|Photo|Photo,https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0gJ8QXwCuPXnFFXz3PSX9CE6qK6NTWAKSjsQemXaX9KWcn8WRRguY96CHy2paPZe9l||||
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid035WaZ6e5DfRo7brjnL5uySN7eDC4G4y4euSERc5qmfFwDqq8hGR4ykGcmWhdNTXavl,"Pampanga River Basin Update as of 5:00 AM, 27 April 2026",49,4,,1,Photo,https://www.facebook.com/photo/?fbid=1426085169563132&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0pmaF9wWj3wqYDR94CDuCKdjJ47Sy6equN1cjMi8qEoPNpW4omRS4hcqUtzaLv3Z5l,"24-HOUR PUBLIC WEATHER FORECAST
Issued at 4:00 AM, 27 April 2026

SYNOPSIS: Easterlies affecting Central and Southern Luzon, Visayas, and Mindanao.

Forecast Weather Conditions

Area: Sorsogon, Northern Samar, Eastern Samar, Southern Leyte, Dinagat Islands, and Surigao del Norte
Weather Condition: Cloudy skies with scattered rains and thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides due to moderate to at times heavy rains

Area: Metro Manila and the rest of the country
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides during severe thunderstorms

Forecast Wind and Coastal Water Conditions

Area: The whole country
Wind Speed: Light to Moderate
Wind Direction: East to Northeast
Coastal Waters: Slight to Moderate / (0.6 to 1.8 meters)

Extremes of Temperature and Relative Humidity for The 24-hour Period Ending 8:00 PM YESTERDAY

Minimum Temperature: 25.2 °C ... 5:00 AM
Maximum Temperature: 35.8 °C... 4:00 PM

Minumum Relative Humidity: 41 % ... 4:00 PM
Maximum Relative Humidity: 80 % ... 5:00 AM

TIDES AND ASTRONOMICAL INFORMATION Over Metro Manila

sunrise today: 5:36AM
sunset today: 6:12PM
moonrise today: 2:38PM
moonset today: 2:29AM
illumination today: 83%

For other information about weather, please log on to pagasa.dost.gov.ph or bagong.pagasa.dost.gov.ph or call at (02)927-1335/(02)926-4258",167,72,4,1,Photo,https://www.facebook.com/photo/?fbid=1426053639566285&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02YkCG21pVCE8pzLBBB8VRmCb7hHwRWSrWdAWpjhWCPpSUH1fe2BYKpyQXq9DWivwnl,"As of 2:00 AM today, 27 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.

All are advised to monitor updates from DOST-PAGASA.",1424,163,38,1,Photo,https://www.facebook.com/photo/?fbid=1426049936233322&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid037d19nbVUXY62Pu8FpfF3gvVf9L7R6BPLdd7YdsnH25BazymXk7oJk5QeUt6Pxi4Sl,"As of 8:00 PM today, 26 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.

All are advised to monitor updates from DOST-PAGASA.",720,91,17,1,Photo,https://www.facebook.com/photo/?fbid=1425736349598014&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02arBYcPrkBYX6AMmgDNsLEwKQGupXKQ5PMMadPzQCt3XBVk5pX3MeuM2HF8DibfNwl,"General Flood Advisories
Issued @7:25 PM, 26 April 2026

Region 9 (Zamboanga Peninsula) GFA#1
Region 10 (Northern Mindanao) GFA#1
Region 13 (CARAGA) GFA#1
BARMM GFA#1",126,17,2,5,|Photo|Photo|Photo|Photo,https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02arBYcPrkBYX6AMmgDNsLEwKQGupXKQ5PMMadPzQCt3XBVk5pX3MeuM2HF8DibfNwl||||
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0hx1pdss2VmHvka9jZavEca65nT2N12CV6e5xGk2bmYefCpxN7aiSm1f8D5KZMnaxl,"Heat Index
Highest Computed 5-day Heat Index with 2-day Forecast as of 26 April 2026, 5:00PM 

For daily heat index information: 
https://www.pagasa.dost.gov.ph/weather/heat-index 

Information from the DOH Philippines about heat-related illnesses during extremely hot weather:
https://bit.ly/DOHPhPublicHealthAdvisory 

Don't forget to take necessary precautions and stay cool and hydrated everyone! ☀️🌡️ 
#HeatIndex #AngInit",320,179,4,4,|Photo|Photo|Photo,https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0hx1pdss2VmHvka9jZavEca65nT2N12CV6e5xGk2bmYefCpxN7aiSm1f8D5KZMnaxl|||
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02V4Fb6zHzX2yEhJBcSMLZvsWcaBjAN8ENUp53XdUXe1Qpyibdyj5Umyq4TJQ8xZdyl,"Heat Index
Highest Computed 5-day Heat Index as of 26 April 2026, 5:00PM 

For daily heat index information: 
https://www.pagasa.dost.gov.ph/weather/heat-index 

Information from the DOH Philippines about heat-related illnesses during extremely hot weather:
https://bit.ly/DOHPhPublicHealthAdvisory 

Forecast for the next 2 days will be available at 6:30 PM.

Don't forget to take necessary precautions and stay cool and hydrated everyone! ☀️🌡️ 
#HeatIndex #AngInit",279,107,3,4,|Photo|Photo|Photo,https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02V4Fb6zHzX2yEhJBcSMLZvsWcaBjAN8ENUp53XdUXe1Qpyibdyj5Umyq4TJQ8xZdyl|||
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0m1vDE2KtozBMeB9HSc9egn59Et6HnuX4T5iBbxMrNt7pVueKaJ3casmqxdtnw8N3l,"Pampanga River Basin Update as of 5:00 PM, 26 April 2026",64,6,,1,Photo,https://www.facebook.com/photo/?fbid=1425599109611738&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid09RC5vPJo4EPDS9hfz33XHA1gcKKkSDRJms7Zv2xBetRnH5C9Km78YkgQ8smmZYRDl,"24-HOUR PUBLIC WEATHER FORECAST
Issued at 4:00 PM, 26 April 2026

SYNOPSIS: Easterlies affecting Central and Southern Luzon, Visayas, and Mindanao.

Forecast Weather Conditions

Area: Eastern Visayas, Caraga, Sorsogon, and Masbate
Weather Condition: Cloudy skies with scattered rains and thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides due to moderate to at times heavy rains

Area: Metro Manila and the rest of the country
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides during severe thunderstorms

Forecast Wind and Coastal Water Conditions

Area: The whole country
Wind Speed: Light to Moderate
Wind Direction: East to Northeast
Coastal Waters: Slight to Moderate / (0.6 to 1.8 meters)

Extremes of Temperature and Relative Humidity for The 24-hour Period Ending 4:00 PM TODAY

Minimum Temperature: 25.2 °C ... 5:00 AM
Maximum Temperature: 35.7 °C... 3:00 PM

Minumum Relative Humidity: 43 % ... 3:00 PM
Maximum Relative Humidity: 80 % ... 5:00 AM

TIDES AND ASTRONOMICAL INFORMATION Over Metro Manila

sunrise tomorrow: 5:36AM
sunset today: 6:12PM
moonrise tomorrow: 2:38PM
moonset tomorrow: 2:29AM
illumination tomorrow: 83%

For other information about weather, please log on to pagasa.dost.gov.ph or bagong.pagasa.dost.gov.ph or call at (02)927-1335/(02)926-4258",151,53,2,1,Photo,https://www.facebook.com/photo/?fbid=1425569249614724&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02yvzLQu9u4sxHSPaoTn5g6VtCSHFFiwP1AkywZqfky2i81eCLh3otWTQFYtJyeEZul,"As of 2:00 PM today, 26 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.
All are advised to monitor updates from DOST-PAGASA.",739,128,16,1,Photo,https://www.facebook.com/photo/?fbid=1425561522948830&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid09EAMh9if8Yne1XDNd5nhwYW68nhgiDmboskaXTRsTsevmZ71ZArEdH5YaoE4nbX3l,"As of 8:00 AM today, 26 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.
All are advised to monitor updates from DOST-PAGASA.",788,96,14,1,Photo,https://www.facebook.com/photo/?fbid=1425357872969195&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02hX7ZtStFPyVZ3Wc48FTxTwzBvCDJ8MWPYfz2DWHaM8yxKDxaeE4MidvgHVgHrmGKl,"Hydrological Forecast for Cagayan River Basin       
Issued at 8:30AM, 26 April 2026",45,3,1,1,Photo,https://www.facebook.com/photo/?fbid=1425304579641191&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0far7GZZCJYBVgMLiEsi79tDnsXyJwUTEi3NiXAaX2ts5epmiLAxcrrZfJhzDT6ZLl,"Hydrological Forecast for Bicol River Basin
Issued at 8:30AM, 26 April 2026",47,2,,1,Photo,https://www.facebook.com/photo/?fbid=1425303622974620&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02yKAkHfEvQJEhZ6qB1pKB6c1GgfUtX1m33eQPMca5y8UBscdis39PjhrFx26SiosTl,"Hydrological Forecast for Agno River Basin
Issued at 8:30AM, 26 April 2026",38,2,,1,Photo,https://www.facebook.com/photo/?fbid=1425302976308018&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0SyuNisUWtSiN3t94jVKwhqrz912CbUuN2Lra2kJu6Xiqm7z7Mvg9VMi89ZehjkoBl,"Dam Updates as of 8:00 AM, 26 April 2026",71,8,,1,Photo,https://www.facebook.com/photo/?fbid=1425297036308612&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02aJwy8S1Cft5t7VDiQAEsFUWxn1pG5aGYpbvt1WgjABFgHxmvsQpEewXR9dqZoA94l,"Pampanga River Basin Update as of 5:00 AM, 26 April 2026",42,4,,1,Photo,https://www.facebook.com/photo/?fbid=1425214022983580&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0tsympN6jgegTWiWQAySQinizLqs3e24KHStLXKiHuxqXZK9KmQsLf9E6j2poaYjVl,"24-HOUR PUBLIC WEATHER FORECAST
Issued at 4:00 AM, 26 April 2026

SYNOPSIS: Easterlies affecting Central and Southern Luzon, Visayas, and Mindanao.

Forecast Weather Conditions

Area: Caraga, Eastern Samar, and Southern Leyte
Weather Condition: Cloudy skies with scattered rains and thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides due to moderate to at times heavy rains

Area: Batanes
Weather Condition: Cloudy skies with scattered rains and isolated thunderstorms
Caused By: Frontal System
Impacts: Possible flash floods or landslides due to moderate to at times heavy rains

Area: Metro Manila and the rest of the country
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides during severe thunderstorms

Forecast Wind and Coastal Water Conditions

Area: Central and Southern Luzon, Visayas, and Mindanao
Wind Speed: Light to Moderate
Wind Direction: East to Northeast
Coastal Waters: Slight to Moderate / (0.6 to 1.8 meters)

Area: The rest of Luzon
Wind Speed: Light to Moderate
Wind Direction: Southeast to Northeast
Coastal Waters: Slight to Moderate / (0.6 to 1.5 meters)

Extremes of Temperature and Relative Humidity for The 24-hour Period Ending 8:00 PM YESTERDAY

Minimum Temperature: 25.9 °C ... 5:00 AM
Maximum Temperature: 35.5 °C... 2:00 PM

Minumum Relative Humidity: 41 % ... 10:00 AM
Maximum Relative Humidity: 73 % ... 2:00 AM

TIDES AND ASTRONOMICAL INFORMATION Over Metro Manila

sunrise today: 5:36AM
sunset today: 6:12PM
moonrise today: 1:47PM
moonset today: 1:50AM
illumination today: 75%

For other information about weather, please log on to pagasa.dost.gov.ph or bagong.pagasa.dost.gov.ph or call at (02)927-1335/(02)926-4258",146,53,3,1,Photo,https://www.facebook.com/photo/?fbid=1425165282988454&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02V85HW5i71e487xJdAot5obcgg1cMooi31UQxHjV4a2j73W4vVT1dGTjhXdmRbq9il,"As of 2:00 AM today, 26 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.

All are advised to monitor updates from DOST-PAGASA.",500,68,12,1,Photo,https://www.facebook.com/photo/?fbid=1425120626326253&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0QfuMTS49cpiXhZ2ppwdHnoC5bkXNKtpkjgd5Dwucw5rFg3B3ApwittUCp5eYpecHl,"As of 8:00 PM today, 25 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.

All are advised to monitor updates from DOST-PAGASA.",537,53,,1,Photo,https://www.facebook.com/photo/?fbid=1424867053018277&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0fD7aeziwimdY9GAD5QKLxgg1Uk7LNCDUU1ky8dq9niaoZQsjqUS5WxEfMnLv7Lcdl,,62,20,1,0,,
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid032NrSgAZ91xTXP3oVGBJYWqymrEwNeVoHYYvZZeGHRC3cTitrhrtCVxrU7KT1iQM1l,"Heat Index
Highest Computed 5-day Heat Index with 2-day Forecast as of 25 April 2026, 5:00PM 

For daily heat index information: 
https://www.pagasa.dost.gov.ph/weather/heat-index 

Information from the DOH Philippines about heat-related illnesses during extremely hot weather:
https://bit.ly/DOHPhPublicHealthAdvisory 

Don't forget to take necessary precautions and stay cool and hydrated everyone! ☀️🌡️ 
#HeatIndex #AngInit",259,152,2,4,|Photo|Photo|Photo,https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid032NrSgAZ91xTXP3oVGBJYWqymrEwNeVoHYYvZZeGHRC3cTitrhrtCVxrU7KT1iQM1l|||
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0SUdnhKZpF5d3bgbuKKTgZWZUCy8VatD71iCyuZoCBMZBxjtiuRHh2tqSMCXrSWPal,"24-HOUR PUBLIC WEATHER FORECAST
Issued at 4:00 PM, 25 April 2026

SYNOPSIS: Easterlies affecting Central and Southern Luzon, Visayas, and Mindanao.

Forecast Weather Conditions

Area: Caraga, Eastern Samar, Southern Leyte, Davao del Norte, Davao de Oro, and Davao Oriental
Weather Condition: Cloudy skies with scattered rains and thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides due to moderate to at times heavy rains

Area: Batanes
Weather Condition: Cloudy skies with scattered rains and isolated thunderstorms
Caused By: Frontal System
Impacts: Possible flash floods or landslides due to moderate to at times heavy rains

Area: Metro Manila and the rest of the country
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides during severe thunderstorms

Forecast Wind and Coastal Water Conditions

Area: Central and Southern Luzon, Visayas, and Mindanao
Wind Speed: Light to Moderate
Wind Direction: East to Northeast
Coastal Waters: Slight to Moderate / (0.6 to 1.8 meters)

Area: The rest of Luzon
Wind Speed: Light to Moderate
Wind Direction: Southeast to Northeast
Coastal Waters: Slight to Moderate / (0.6 to 1.5 meters)

Extremes of Temperature and Relative Humidity for The 24-hour Period Ending 4:00 PM TODAY

Minimum Temperature: 25.9 °C ... 5:00 AM
Maximum Temperature: 35.5 °C... 2:00 PM

Minumum Relative Humidity: 41 % ... 10:00 AM
Maximum Relative Humidity: 73 % ... 2:00 AM

TIDES AND ASTRONOMICAL INFORMATION Over Metro Manila

sunrise tomorrow: 5:36AM
sunset today: 6:12PM
moonrise tomorrow: 1:47PM
moonset tomorrow: 1:50AM
illumination tomorrow: 75%

For other information about weather, please log on to pagasa.dost.gov.ph or bagong.pagasa.dost.gov.ph or call at (02)927-1335/(02)926-4258",152,48,2,1,Photo,https://www.facebook.com/photo/?fbid=1424678446370471&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0dpBwzpTwoFZAw4SXc7cFeXxkCz9fmsQ6hnKGUw22yNbA1kfXiCn1MCjJSMH1SdMYl,"As of 2:00 PM today, 25 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.

All are advised to monitor updates from DOST-PAGASA.",708,87,13,1,Photo,https://www.facebook.com/photo/?fbid=1424668849704764&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid024TCmzjAwWkXEMEpGvy3zNmjnSFKA3JArX3fZ7vX1N87LYNP1mKtde5rQRXMQ5gkFl,"As of 8:00 AM today, 25 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.

All are advised to monitor updates from DOST-PAGASA.",551,83,13,1,Photo,https://www.facebook.com/photo/?fbid=1424455083059474&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0JH2S1wLR2yLfVPUVkS7kx6fYr8ZUCc5g8evz1LwVVp8of7UzMi86VsYboLzV619xl,"Hydrological Forecast for Cagayan River Basin       
Issued at 8:30AM, 25 April 2026",37,1,,1,Photo,https://www.facebook.com/photo/?fbid=1424408703064112&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0WrL6x7pGrCLTm1Bfwse2AyRjXhJEvUWsJGpsvCGBQpo4dcvChUyWumJ82W9RgH4gl,"Hydrological Forecast for Agno River Basin               
Issued at 8:30AM, 25 April 2026",41,4,1,1,Photo,https://www.facebook.com/photo/?fbid=1424403533064629&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0w4Sm745kjeixM4pwZx76PThmdoDDLMDJerPRSPK2RmcEV9xUuKDzTiLcVP4RhAXxl,"Hydrological Forecast for Bicol River Basin              
Issued at 8:30AM, 25 April 2026",36,3,,1,Photo,https://www.facebook.com/photo/?fbid=1424402773064705&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02jEH1UUBcMaaCsrkDA9vXGrrbLueZKCr1DDgSXALg14SpbWT3h6KWY39o3AGvQCTMl,"Dam Updates as of 8:00 AM, 24 April 2026",47,8,,1,Photo,https://www.facebook.com/photo/?fbid=1424401629731486&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02szsKCHz3mvLpt1xXz2XAtVUdxqAHSJPzHCq3z3Nj2xnnhajqpR7jsmWEEzsdQe4hl,"Pampanga River Basin Update as of 5:00 AM, 25 April 2026",36,4,,1,Photo,https://www.facebook.com/photo/?fbid=1424292019742447&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0TyTVTgDk8xbFA9dDpAZcx6t4sgkrry6EbPrNA6WSGnDycj2QwHeedLNd1vyqy3Zal,"24-HOUR PUBLIC WEATHER FORECAST
Issued at 4:00 AM, 25 April 2026

SYNOPSIS: Easterlies affecting Central and Southern Luzon, Visayas, and Mindanao.

Forecast Weather Conditions

Area: Batanes
Weather Condition: Cloudy skies with scattered rains and thunderstorms
Caused By: Frontal System
Impacts: Possible flash floods or landslides due to moderate to at times heavy rains

Area: Metro Manila, Central Luzon, CALABARZON, MIMAROPA, Bicol Region, Visayas, and Mindanao
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides during severe thunderstorms

Area: The rest of Luzon
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Localized Thunderstorms
Impacts: Possible flash floods or landslides during severe thunderstorms

Forecast Wind and Coastal Water Conditions

Area: Northern Luzon
Wind Speed: Light to Moderate
Wind Direction: Southeast to Northeast
Coastal Waters: Slight to Moderate / (0.6 to 1.5 meters)

Area: The rest of the country
Wind Speed: Light to Moderate
Wind Direction: East to Northeast
Coastal Waters: Slight to Moderate / (0.6 to 1.5 meters)

Extremes of Temperature and Relative Humidity for The 24-hour Period Ending 8:00 PM YESTERDAY

Minimum Temperature: 24.5 °C ... 5:30 AM
Maximum Temperature: 35.7 °C... 4:00 PM

Minumum Relative Humidity: 30 % ... 5:00 PM
Maximum Relative Humidity: 81 % ... 5:00 AM

TIDES AND ASTRONOMICAL INFORMATION Over Metro Manila

sunrise today: 5:37AM
sunset today: 6:12PM
moonrise today: 12:53PM
moonset today: 1:07AM
illumination today: 65%

For other information about weather, please log on to pagasa.dost.gov.ph or bagong.pagasa.dost.gov.ph or call at (02)927-1335/(02)926-4258",117,55,3,1,Photo,https://www.facebook.com/photo/?fbid=1424273433077639&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid026Sy1mZC3avDbrooN4n93xYMCC3zCxA9SNpM2oK9wvE18GgmC9QTrVn3khZxa583kl,"As of 2:00 AM today, 25 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.
All are advised to monitor updates from DOST-PAGASA.",571,76,14,1,Photo,https://www.facebook.com/photo/?fbid=1424264213078561&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0q53iQNGfbJsgqdJvM76b64kVgRAfPxfs5DKA5DwpW98AUWUUaBK2PXgK4RcbNBkGl,"As of 8:00 PM today, 24 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.

All are advised to monitor updates from DOST-PAGASA.",638,57,11,1,Photo,https://www.facebook.com/photo/?fbid=1423985253106457&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02HPayFFxQLkTEMLKJ4u265C3b3dvG181mzSMLWGUR6a8CeAjYM5KaTptqu86Nz3rSl,"Highest Computed 5-day Heat Index with 2-day Forecast 
Issued as of 5:00 PM, 24 April 2026 
For more information about the heat index: 
https://www.pagasa.dost.gov.ph/weather/heat-index 
Information from the DOH Philippines about heat-related illnesses during extremely hot weather:
https://bit.ly/DOHPhPublicHealthAdvisory 
Don't forget to take necessary precautions and stay cool and hydrated everyone! ☀️🌡️ 
#HeatIndex #AngInit",384,222,5,4,|Photo|Photo|Photo,https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02HPayFFxQLkTEMLKJ4u265C3b3dvG181mzSMLWGUR6a8CeAjYM5KaTptqu86Nz3rSl|||
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02CRviwRz31ma1oyUBt1JHxzV3bHtcKrJvxqonUJ2ftiRzwUHaFAGNFAgrcAAuGK3Kl,"As of 2:00 PM today, 24 April 2026, no Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.

All are advised to monitor updates from DOST-PAGASA.",904,135,32,1,Photo,https://www.facebook.com/photo/?fbid=1423780969793552&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02pmFBY7MEqSwHk82NZzELUmdffcHmC1Go3LHgExT9c2WBVADJ1322hrdYGkzsnPpjl,"24-HOUR PUBLIC WEATHER FORECAST
Issued at 4:00 PM, 24 April 2026

SYNOPSIS: Easterlies affecting Central and Southern Luzon, Visayas, and Mindanao.

Forecast Weather Conditions

Area: Metro Manila, Central Luzon, CALABARZON, MIMAROPA, Bicol Region, Visayas, and Mindanao
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides during severe thunderstorms

Area: The rest of Luzon
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Localized Thunderstorms
Impacts: Possible flash floods or landslides during severe thunderstorms

Forecast Wind and Coastal Water Conditions

Area: Northern Luzon
Wind Speed: Light to Moderate
Wind Direction: Southeast to South
Coastal Waters: Slight to Moderate / (0.6 to 1.5 meters)

Area: The rest of the country
Wind Speed: Light to Moderate
Wind Direction: East to Southeast
Coastal Waters: Slight to Moderate / (0.6 to 1.2 meters)

Extremes of Temperature and Relative Humidity for The 24-hour Period Ending 4:00 PM TODAY

Minimum Temperature: 24.5 °C ... 5:30 AM
Maximum Temperature: 35.5 °C... 3:00 PM

Minumum Relative Humidity: 35 % ... 3:00 PM
Maximum Relative Humidity: 73 % ... 5:00 AM

TIDES AND ASTRONOMICAL INFORMATION Over Metro Manila

sunrise tomorrow: 5:37AM
sunset today: 6:12PM
moonrise tomorrow: 12:53PM
moonset tomorrow: 1:07AM
illumination tomorrow: 65%

For other information about weather, please log on to pagasa.dost.gov.ph or bagong.pagasa.dost.gov.ph or call at (02)927-1335/(02)926-4258",178,53,4,1,Photo,https://www.facebook.com/photo/?fbid=1423776903127292&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0grEf5X6eL6KksszdnviFzYnBo78wGy3vveLLXjLQufadSaxP77NcKwFdzs5MBbhbl,"As of 8:00 AM today, 24 April 2026, No Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.

All are advised to monitor updates from DOST-PAGASA.",766,106,22,1,Photo,https://www.facebook.com/photo/?fbid=1423557659815883&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0wUUJksmGpCcuFzvixJV9JJMt946TqHPWPm5eejWMkizmZr5iUvwmQNfpCabp9uHFl,"Hydrological Forecast for Cagayan River Basin      
Issued at 8:30AM, 24 April 2026",37,1,,1,Photo,https://www.facebook.com/photo/?fbid=1423518129819836&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0s85xE3HufxVVpFWVfFLAm643j1RPsECJzik3BJCHwtjFkzn6jHutTLZcVyNshEB5l,"Hydrological Forecast for Agno River Basin               
Issued at 8:30AM, 24 April 2026",41,2,,1,Photo,https://www.facebook.com/photo/?fbid=1423506223154360&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02vgAXYVDZv89YMjZTGGhJ8Vx8yXbLwc2S1KEA9EyP8qjqPWYpK1mnfmBG8HjihHfAl,"Hydrological Forecast for Bicol River Basin                
Issued at 8:30 AM, 24 April 2026",38,1,,1,Photo,https://www.facebook.com/photo/?fbid=1423503833154599&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02Vr1cVuXZWHFR75C1Z2ADRhDzEQQUrdSoMJAF6XLfruihtLbJqra2y8K2kaB2BFn4l,"Pampanga River Basin Update as of 5:00 AM, 24 April 2026",41,7,,1,Photo,https://www.facebook.com/photo/?fbid=1423416643163318&set=a.365711365600523
